"Параметр визита, ур. 1","Параметр визита, ур. 2","Параметр визита, ур. 3","Параметр визита, ур. 4","Параметр визита, ур. 5","Визиты","Посетители","Роботность","Сумма параметров визитов","Среднее параметров визитов","Количество параметров визитов","Отказы","Глубина просмотра","Время на сайте"
"badWord","мудак","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","15","0.0","1.0666666666666667","00:44:23"
"badWord","мурфа","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.6666666666666667","00:38:58"
"badWord","муфор","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.2","00:34:58"
"badWord","мяд","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","17","0.0","1.5333333333333334","00:52:53"
"badWord","мяс","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.9333333333333333","01:02:03"
"badWord","навел","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","23","0.0","1.2","01:12:36"
"badWord","наип","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","4.533333333333333","01:03:29"
"badWord","наме","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","2.4","01:16:15"
"badWord","намия","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","3.2666666666666666","01:26:11"
"badWord","нанс","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.3333333333333333","00:59:28"
"badWord","напар","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.0666666666666667","00:57:36"
"badWord","натал","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","8.666666666666666","01:11:00"
"badWord","натра","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4666666666666666","01:13:55"
"badWord","начос","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4666666666666666","01:02:54"
"badWord","невис","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.0","01:00:31"
"badWord","неди","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.4","00:57:10"
"badWord","нежин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.5333333333333334","01:06:37"
"badWord","нежка","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","3.7333333333333334","01:21:08"
"badWord","неилон","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.0","01:20:44"
"badWord","нестр","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.7333333333333334","01:03:42"
"badWord","нетка","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","5.333333333333333","01:04:31"
"badWord","неут","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","17","0.0","1.8","01:01:17"
"badWord","никтар","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.1333333333333333","00:49:25"
"badWord","ниман","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","21","0.0","1.2666666666666666","01:29:16"
"badWord","ноар","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.1333333333333333","00:55:03"
"badWord","номар","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","16","0.0","8.0","01:17:38"
"badWord","ноне","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","10.866666666666667","01:25:21"
"badWord","нуч","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.3333333333333333","00:50:52"
"badWord","оаб","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.6666666666666667","00:55:22"
"badWord","обара","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.2","01:10:14"
"badWord","обвис","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.06666666666666667","1.2","01:03:06"
"badWord","облит","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.6","01:24:06"
"badWord","оверт","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","1.6","01:10:51"
"badWord","оге","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6","01:05:55"
"badWord","одержание","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","20","0.0","1.0666666666666667","01:01:51"
"badWord","одос","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.4666666666666666","01:19:02"
"badWord","одот","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.2","01:08:01"
"badWord","ожек","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","1.6","01:20:21"
"badWord","озен","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.7333333333333334","00:49:07"
"badWord","озин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.06666666666666667","2.3333333333333335","01:24:29"
"badWord","окав","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4","01:07:55"
"badWord","оклат","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","17","0.0","1.9333333333333333","01:08:38"
"badWord","окран","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","16","0.0","3.2666666666666666","01:38:43"
"badWord","окти","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","15","0.0","1.3333333333333333","00:46:30"
"badWord","окун","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4666666666666666","01:25:53"
"badWord","олик","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.2666666666666666","01:02:12"
"badWord","олист","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.066666666666667","01:11:50"
"badWord","олн","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.8","00:55:47"
"badWord","олос","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","2.933333333333333","01:18:11"
"badWord","олум","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.4","01:00:14"
"badWord","омета","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.1333333333333333","01:15:42"
"badWord","омя","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","15","0.06666666666666667","1.4","01:12:14"
"badWord","онас","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.2666666666666666","00:54:57"
"badWord","онод","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","19","0.0","1.4","00:55:33"
"badWord","опса","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.06666666666666667","1.6666666666666667","01:24:57"
"badWord","оракл","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","3.533333333333333","00:56:37"
"badWord","орез","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.8666666666666667","01:15:20"
"badWord","ореш","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.5333333333333334","01:13:58"
"badWord","орил","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","2.4","01:22:48"
"badWord","ормул","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.3333333333333333","00:43:31"
"badWord","орол","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.8","01:04:19"
"badWord","ороп","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.8","00:49:33"
"badWord","орч","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4","01:30:44"
"badWord","орык","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.2","00:57:19"
"badWord","осаг","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.7333333333333334","01:07:36"
"badWord","осение","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.2","01:11:55"
"badWord","оспин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.06666666666666667","1.6","00:56:43"
"badWord","остоп","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.2666666666666666","00:58:25"
"badWord","оступ","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","17","0.0","1.4666666666666666","00:42:39"
"badWord","отеж","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.5333333333333334","00:55:30"
"badWord","откур","Не определено","Не определено","Не определено","15","14","0.06666666666666667","0","0.0","16","0.0","8.666666666666666","00:49:44"
"badWord","отлон","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.0666666666666667","00:51:19"
"badWord","отпис","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.6666666666666667","01:30:17"
"badWord","отт","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6","00:42:40"
"badWord","оум","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.5333333333333334","00:34:32"
"badWord","оун","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.2","01:12:19"
"badWord","оус","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.8666666666666667","00:48:38"
"badWord","офес","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","3.2","01:38:31"
"badWord","офин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","3.066666666666667","01:04:34"
"badWord","офрен","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.4","01:16:56"
"badWord","паблик","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4","01:14:46"
"badWord","пакот","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.6666666666666665","01:19:02"
"badWord","панор","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.3333333333333333","01:01:59"
"badWord","пантер","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","1.2","00:56:42"
"badWord","папк","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.5333333333333334","01:07:17"
"badWord","парв","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","1.9333333333333333","01:05:00"
"badWord","парма","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","22","0.0","1.4","01:27:46"
"badWord","паус","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","18","0.0","1.4","01:30:45"
"badWord","пеас","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4666666666666666","01:06:19"
"badWord","пеб","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4","01:27:09"
"badWord","пекон","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","19","0.0","16.133333333333333","01:08:51"
"badWord","пелит","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","19","0.0","3.2666666666666666","01:27:39"
"badWord","пелон","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.0666666666666667","00:57:40"
"badWord","пенки","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","19","0.0","1.0666666666666667","01:15:27"
"badWord","перушка","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","17","0.0","2.533333333333333","01:18:37"
"badWord","песин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.7333333333333334","01:20:46"
"badWord","пессо","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.9333333333333333","01:25:18"
"badWord","петок","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","2.0","00:52:19"
"badWord","пеун","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.4","01:16:32"
"badWord","пилта","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.3333333333333333","01:03:46"
"badWord","пинос","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.4666666666666666","01:29:38"
"badWord","пирта","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6","00:59:44"
"badWord","плам","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","23","0.0","1.6","00:53:05"
"badWord","плом","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","20","0.0","1.3333333333333333","01:29:17"
"badWord","пова","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.3333333333333333","01:19:43"
"badWord","подкор","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","17","0.0","1.3333333333333333","00:53:14"
"badWord","подлет","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","23","0.0","2.1333333333333333","00:56:23"
"badWord","поит","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.8","01:18:01"
"badWord","покрова","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.2","00:54:24"
"badWord","полин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.7333333333333334","01:18:01"
"badWord","польщик","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","20","0.0","2.466666666666667","00:56:13"
"badWord","помка","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6","01:27:35"
"badWord","понес","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.466666666666667","00:53:05"
"badWord","порет","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.6666666666666665","00:51:49"
"badWord","порис","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","18","0.0","1.6","01:23:29"
"badWord","порост","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.6666666666666667","01:03:48"
"badWord","порша","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.8666666666666667","02:07:15"
"badWord","посак","Не определено","Не определено","Не определено","15","14","0.06666666666666667","0","0.0","19","0.0","2.066666666666667","01:04:48"
"badWord","поси","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.4","01:07:39"
"badWord","потен","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4","01:15:02"
"badWord","потол","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","16","0.0","2.066666666666667","01:10:38"
"badWord","поча","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","19","0.0","2.533333333333333","01:03:57"
"badWord","почат","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","18","0.0","2.2","01:13:37"
"badWord","пред","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.8","01:02:09"
"badWord","прина","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.066666666666667","01:09:15"
"badWord","протир","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","21","0.0","1.2666666666666666","01:14:15"
"badWord","псаки","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4666666666666666","01:23:47"
"badWord","псы","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","15","0.0","1.6","01:03:10"
"badWord","птик","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.06666666666666667","1.4666666666666666","00:48:54"
"badWord","пури","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","19","0.0","1.5333333333333334","01:27:03"
"badWord","пушак","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","19","0.0","1.8","01:01:12"
"badWord","пытки","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.8","01:10:36"
"badWord","пыхание","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.4666666666666666","00:53:48"
"badWord","пяк","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","19","0.0","1.4","01:06:36"
"badWord","рабок","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.8","01:04:32"
"badWord","равни","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.2","01:13:40"
"badWord","радиз","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.0","01:13:23"
"badWord","раед","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","18","0.0","1.4666666666666666","00:52:49"
"badWord","рамак","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","19","0.0","1.8666666666666667","01:22:28"
"badWord","рамки","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.066666666666667","00:59:03"
"badWord","рамут","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","15","0.0","11.6","01:16:40"
"badWord","рания","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.3333333333333335","01:07:13"
"badWord","рапу","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.4666666666666666","00:50:25"
"badWord","расн","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4666666666666666","01:39:27"
"badWord","растин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","31.8","01:20:41"
"badWord","рашк","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.8","01:25:49"
"badWord","рвал","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.1333333333333333","01:15:58"
"badWord","рего","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","3.8666666666666667","01:11:23"
"badWord","редон","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.7333333333333334","01:03:39"
"badWord","резид","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.6666666666666665","01:21:29"
"badWord","рейф","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","2.8","01:06:08"
"badWord","реме","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.3333333333333333","01:05:04"
"badWord","ренто","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.3333333333333335","01:10:05"
"badWord","реос","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","2.2666666666666666","01:45:37"
"badWord","репник","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.4666666666666666","01:09:41"
"badWord","ретинг","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","18","0.0","1.9333333333333333","00:54:52"
"badWord","риас","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.3333333333333333","00:49:15"
"badWord","ризма","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.06666666666666667","1.8","01:29:19"
"badWord","рикот","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.6666666666666667","00:58:03"
"badWord","рисок","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4666666666666666","00:50:46"
"badWord","рише","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.7333333333333334","01:10:45"
"badWord","роак","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.7333333333333334","01:02:34"
"badWord","робан","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.3333333333333333","01:13:23"
"badWord","родик","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6666666666666667","01:44:15"
"badWord","рокка","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6","01:12:34"
"badWord","роме","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","15","0.0","1.4666666666666666","01:13:01"
"badWord","ронга","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.8666666666666667","01:31:25"
"badWord","росто","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.5333333333333334","00:43:51"
"badWord","рулом","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.0666666666666667","01:14:38"
"badWord","русал","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.2","01:24:41"
"badWord","рутам","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","2.533333333333333","01:12:30"
"badWord","рыка","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.5333333333333334","01:16:03"
"badWord","саку","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.3333333333333333","01:42:26"
"badWord","салун","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","2.6","01:27:05"
"badWord","саммет","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.7333333333333334","01:15:53"
"badWord","санин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","3.4","01:13:17"
"badWord","санник","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6666666666666667","01:02:20"
"badWord","санр","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.6","01:10:44"
"badWord","сапак","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","22","0.0","1.0666666666666667","01:19:32"
"badWord","сапь","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.2","00:40:27"
"badWord","сарта","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.066666666666667","01:07:54"
"badWord","сател","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","15.066666666666666","00:56:44"
"badWord","сатер","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","32.0","01:08:06"
"badWord","сатк","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.2666666666666666","01:07:50"
"badWord","сату","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.6","00:57:46"
"badWord","саут","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.4666666666666666","01:06:32"
"badWord","сафит","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.8","00:50:41"
"badWord","святоч","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.1333333333333333","00:47:56"
"badWord","сдо","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4666666666666666","01:05:04"
"badWord","сдок","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.2666666666666666","00:51:36"
"badWord","себо","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.066666666666667","01:04:00"
"badWord","седун","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","3.8666666666666667","01:29:58"
"badWord","сезан","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","3.0","01:42:31"
"badWord","сектр","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","17","0.0","1.9333333333333333","01:38:14"
"badWord","селн","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.2666666666666666","01:08:10"
"badWord","сельд","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.5333333333333334","01:08:21"
"badWord","серл","Не определено","Не определено","Не определено","15","13","0.0","0","0.0","19","0.0","1.4","01:06:09"
"badWord","сетина","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","2.533333333333333","01:38:34"
"badWord","сивак","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.6","01:03:14"
"badWord","сизак","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","18","0.0","1.2","01:15:21"
"badWord","сикора","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.7333333333333334","01:37:19"
"badWord","синад","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.06666666666666667","1.9333333333333333","01:16:18"
"badWord","сиона","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.6666666666666667","00:56:50"
"badWord","ситн","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.6","00:53:56"
"badWord","сиха","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","2.066666666666667","01:00:19"
"badWord","скеб","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","21","0.0","1.6","01:07:05"
"badWord","скопи","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","2.3333333333333335","01:07:25"
"badWord","скорм","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","18","0.0","1.5333333333333334","01:24:41"
"badWord","скорп","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","19","0.0","1.5333333333333334","00:47:16"
"badWord","слаз","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.06666666666666667","1.4666666666666666","00:44:43"
"badWord","слоч","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.2","01:14:03"
"badWord","слук","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","20","0.06666666666666667","1.0","01:19:08"
"badWord","смекта","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.1333333333333333","01:54:32"
"badWord","снев","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4","01:29:52"
"badWord","совин","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4","01:02:42"
"badWord","соение","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.8","01:11:59"
"badWord","сокач","Не определено","Не определено","Не определено","15","15","0.06666666666666667","0","0.0","15","0.0","1.1333333333333333","01:00:02"
"badWord","солок","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.6","01:18:27"
"badWord","сонна","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.4666666666666666","01:27:45"
"badWord","сонр","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","1.2","01:07:11"
"badWord","сопит","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","19","0.0","1.7333333333333334","01:20:15"
"badWord","сопк","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","1.5333333333333334","01:10:30"
"badWord","сопл","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","16","0.0","2.4","01:40:35"
"badWord","сорв","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.6666666666666667","00:52:31"
"badWord","сорильщик","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.2666666666666666","01:31:21"
"badWord","сору","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","19","0.0","2.066666666666667","01:12:09"
"badWord","сорф","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","1.2666666666666666","01:18:23"
"badWord","сотм","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","16","0.0","1.2","01:28:09"
"badWord","соша","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","15","0.06666666666666667","1.5333333333333334","01:04:08"
"badWord","спера","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","21","0.0","2.0","01:11:45"
"badWord","спом","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","18","0.0","1.2","01:28:36"
"badWord","спота","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","20","0.0","1.3333333333333333","00:57:17"
"badWord","спр","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","1.4666666666666666","01:12:01"
"badWord","спрок","Не определено","Не определено","Не определено","15","14","0.0","0","0.0","15","0.0","1.7333333333333334","01:08:46"
"badWord","срад","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.1333333333333333","00:41:32"
"badWord","стани","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","15","0.0","2.533333333333333","01:25:34"
"badWord","стао","Не определено","Не определено","Не определено","15","15","0.0","0","0.0","17","0.0","1.4","00:33:19"
"badWord","стапер","Не определено","Не определено","Не определено","15","12","0.0","0","0.0","15","0.0","1.5333333333333334","01:10:18"
